DATE,WILL5000PR
2008-07-01,13055.26
2008-07-02,12791.88
2008-07-03,12769.72
2008-07-04,.
2008-07-07,12657.65
2008-07-08,12886.93
2008-07-09,12607.92
2008-07-10,12699.16
2008-07-11,12585.53
2008-07-14,12470.12
2008-07-15,12341.06
2008-07-16,12649.17
2008-07-17,12792.93
2008-07-18,12790.72
2008-07-21,12813.15
2008-07-22,12985.05
2008-07-23,13025.88
2008-07-24,12714.55
2008-07-25,12779.97
2008-07-28,12556.07
2008-07-29,12841.81
2008-07-30,13044.66
2008-07-31,12886.12
2008-08-01,12827.05
2008-08-04,12679.20
2008-08-05,13014.74
2008-08-06,13074.56
2008-08-07,12851.16
2008-08-08,13144.91
2008-08-11,13252.78
2008-08-12,13105.39
2008-08-13,13087.05
2008-08-14,13166.63
2008-08-15,13209.68
2008-08-18,13014.79
2008-08-19,12890.49
2008-08-20,12965.51
2008-08-21,12984.08
2008-08-22,13130.16
2008-08-25,12874.73
2008-08-26,12923.03
2008-08-27,13035.09
2008-08-28,13229.98
2008-08-29,13061.72
2008-09-01,.
2008-09-02,12999.00
2008-09-03,12963.14
2008-09-04,12587.97
2008-09-05,12636.10
2008-09-08,12865.85
2008-09-09,12418.48
2008-09-10,12512.34
2008-09-11,12658.98
2008-09-12,12708.52
2008-09-15,12121.42
2008-09-16,12339.09
2008-09-17,11769.56
2008-09-18,12292.50
2008-09-19,12816.58
2008-09-22,12300.63
2008-09-23,12112.61
2008-09-24,12072.24
2008-09-25,12283.95
2008-09-26,12298.47
2008-09-29,11265.85
2008-09-30,11826.00
2008-10-01,11765.05
2008-10-02,11258.96
2008-10-03,11085.51
2008-10-06,10635.83
2008-10-07,10026.04
2008-10-08,9900.70
2008-10-09,9157.49
2008-10-10,9088.30
2008-10-13,10122.17
2008-10-14,10035.05
2008-10-15,9126.92
2008-10-16,9516.15
2008-10-17,9475.41
2008-10-20,9915.16
2008-10-21,9617.63
2008-10-22,9041.82
2008-10-23,9086.16
2008-10-24,8778.48
2008-10-27,8477.82
2008-10-28,9327.46
2008-10-29,9286.93
2008-10-30,9553.97
2008-10-31,9732.07
2008-11-03,9713.36
2008-11-04,10073.46
2008-11-05,9547.83
2008-11-06,9079.72
2008-11-07,9328.29
2008-11-10,9191.43
2008-11-11,8982.61
2008-11-12,8509.14
2008-11-13,9097.94
2008-11-14,8698.92
2008-11-17,8486.94
2008-11-18,8547.24
2008-11-19,7998.91
2008-11-20,7450.95
2008-11-21,7911.12
2008-11-24,8428.65
2008-11-25,8504.22
2008-11-26,8835.38
2008-11-27,.
2008-11-28,8925.96
2008-12-01,8106.09
2008-12-02,8438.68
2008-12-03,8653.93
2008-12-04,8393.12
2008-12-05,8708.95
2008-12-08,9049.26
2008-12-09,8841.86
2008-12-10,8964.02
2008-12-11,8682.43
2008-12-12,8775.66
2008-12-15,8642.46
2008-12-16,9097.72
2008-12-17,9039.98
2008-12-18,8854.12
2008-12-19,8889.32
2008-12-22,8718.54
2008-12-23,8639.82
2008-12-24,8680.22
2008-12-25,.
2008-12-26,8737.47
2008-12-29,8683.46
2008-12-30,8901.91
2008-12-31,9056.67
2009-01-01,.
2009-01-02,9331.78
2009-01-05,9306.34
2009-01-06,9397.46
2009-01-07,9112.99
2009-01-08,9158.29
2009-01-09,8949.19
2009-01-12,8736.86
2009-01-13,8768.19
2009-01-14,8465.58
2009-01-15,8499.64
2009-01-16,8567.21
2009-01-19,.
2009-01-20,8100.01
2009-01-21,8453.26
2009-01-22,8309.84
2009-01-23,8356.78
2009-01-26,8404.64
2009-01-27,8496.09
2009-01-28,8785.63
2009-01-29,8491.32
2009-01-30,8305.12
2009-02-02,8311.75
2009-02-03,8431.01
2009-02-04,8375.13
2009-02-05,8507.50
2009-02-06,8746.09
2009-02-09,8751.93
2009-02-10,8337.59
2009-02-11,8397.58
2009-02-12,8418.47
2009-02-13,8341.67
2009-02-16,.
2009-02-17,7965.59
2009-02-18,7938.38
2009-02-19,7838.40
2009-02-20,7749.65
2009-02-23,7475.31
2009-02-24,7780.56
2009-02-25,7692.05
2009-02-26,7568.40
2009-02-27,7415.60
2009-03-02,7056.16
2009-03-03,7006.35
2009-03-04,7177.18
2009-03-05,6865.69
2009-03-06,6873.54
2009-03-09,6800.08
2009-03-10,7241.61
2009-03-11,7256.64
2009-03-12,7564.01
2009-03-13,7616.92
2009-03-16,7573.98
2009-03-17,7820.88
2009-03-18,7993.24
2009-03-19,7904.39
2009-03-20,7739.20
2009-03-23,8286.46
2009-03-24,8106.83
2009-03-25,8191.93
2009-03-26,8407.50
2009-03-27,8220.66
2009-03-30,7936.12
2009-03-31,8044.18
2009-04-01,8172.97
2009-04-02,8427.02
2009-04-03,8521.44
2009-04-06,8441.97
2009-04-07,8227.35
2009-04-08,8334.04
2009-04-09,8670.49
2009-04-10,.
2009-04-13,8690.34
2009-04-14,8508.74
2009-04-15,8615.38
2009-04-16,8762.73
2009-04-17,8814.05
2009-04-20,8422.67
2009-04-21,8615.99
2009-04-22,8560.57
2009-04-23,8622.78
2009-04-24,8782.98
2009-04-27,8690.32
2009-04-28,8675.37
2009-04-29,8883.68
2009-04-30,8875.92
2009-05-01,8915.44
2009-05-04,9226.63
2009-05-05,9189.77
2009-05-06,9328.43
2009-05-07,9188.38
2009-05-08,9423.95
2009-05-11,9224.98
2009-05-12,9197.93
2009-05-13,8925.01
2009-05-14,9027.67
2009-05-15,8928.31
2009-05-18,9214.39
2009-05-19,9202.54
2009-05-20,9160.66
2009-05-21,9004.95
2009-05-22,8986.48
2009-05-25,.
2009-05-26,9240.38
2009-05-27,9070.50
2009-05-28,9196.58
2009-05-29,9323.65
2009-06-01,9578.83
2009-06-02,9603.78
2009-06-03,9470.10
2009-06-04,9584.55
2009-06-05,9562.08
2009-06-08,9540.72
2009-06-09,9583.74
2009-06-10,9548.60
2009-06-11,9611.36
2009-06-12,9615.41
2009-06-15,9384.18
2009-06-16,9257.84
2009-06-17,9245.44
2009-06-18,9316.63
2009-06-19,9348.83
2009-06-22,9053.21
2009-06-23,9065.37
2009-06-24,9136.38
2009-06-25,9331.78
2009-06-26,9335.25
2009-06-29,9410.91
2009-06-30,9345.16
2009-07-01,9396.69
2009-07-02,9125.25
2009-07-03,.
2009-07-06,9128.81
2009-07-07,8948.49
2009-07-08,8931.71
2009-07-09,8956.56
2009-07-10,8931.16
2009-07-13,9147.60
2009-07-14,9204.14
2009-07-15,9476.85
2009-07-16,9566.68
2009-07-17,9555.61
2009-07-20,9674.05
2009-07-21,9700.53
2009-07-22,9709.26
2009-07-23,9936.61
2009-07-24,9976.62
2009-07-27,10004.04
2009-07-28,9985.91
2009-07-29,9931.23
2009-07-30,10059.52
2009-07-31,10060.62
2009-08-03,10229.11
2009-08-04,10261.69
2009-08-05,10243.49
2009-08-06,10169.78
2009-08-07,10326.53
2009-08-10,10283.93
2009-08-11,10157.86
2009-08-12,10271.04
2009-08-13,10346.78
2009-08-14,10244.12
2009-08-17,9994.80
2009-08-18,10098.87
2009-08-19,10173.92
2009-08-20,10277.31
2009-08-21,10474.04
2009-08-24,10459.59
2009-08-25,10491.52
2009-08-26,10486.43
2009-08-27,10521.21
2009-08-28,10497.26
2009-08-31,10413.60
2009-09-01,10173.75
2009-09-02,10145.46
2009-09-03,10229.78
2009-09-04,10371.98
2009-09-07,.
2009-09-08,10471.85
2009-09-09,10563.15
2009-09-10,10677.43
2009-09-11,10665.81
2009-09-14,10737.55
2009-09-15,10782.89
2009-09-16,10956.19
2009-09-17,10922.55
2009-09-18,10946.85
2009-09-21,10914.94
2009-09-22,10992.11
2009-09-23,10876.39
2009-09-24,10756.60
2009-09-25,10692.74
2009-09-28,10890.31
2009-09-29,10870.62
2009-09-30,10830.64
2009-10-01,10540.79
2009-10-02,10489.83
2009-10-05,10652.04
2009-10-06,10799.82
2009-10-07,10831.18
2009-10-08,10915.55
2009-10-09,10986.17
2009-10-12,11022.88
2009-10-13,10998.00
2009-10-14,11185.95
2009-10-15,11232.37
2009-10-16,11130.26
2009-10-19,11239.13
2009-10-20,11155.34
2009-10-21,11059.71
2009-10-22,11170.95
2009-10-23,11039.88
2009-10-26,10904.62
2009-10-27,10860.42
2009-10-28,10620.72
2009-10-29,10863.06
2009-10-30,10553.99
2009-11-02,10617.43
2009-11-03,10659.78
2009-11-04,10666.12
2009-11-05,10873.27
2009-11-06,10903.06
2009-11-09,11134.51
2009-11-10,11134.97
2009-11-11,11186.04
2009-11-12,11070.83
2009-11-13,11129.36
2009-11-16,11312.30
2009-11-17,11310.55
2009-11-18,11314.51
2009-11-19,11139.90
2009-11-20,11116.69
2009-11-23,11263.82
2009-11-24,11252.66
2009-11-25,11300.45
2009-11-26,.
2009-11-27,11098.28
2009-11-30,11139.86
2009-12-01,11280.28
2009-12-02,11297.92
2009-12-03,11200.70
2009-12-04,11279.47
2009-12-07,11253.66
2009-12-08,11142.59
2009-12-09,11178.01
2009-12-10,11235.05
2009-12-11,11281.85
2009-12-14,11372.66
2009-12-15,11314.01
2009-12-16,11336.94
2009-12-17,11205.65
2009-12-18,11279.63
2009-12-21,11397.03
2009-12-22,11446.80
2009-12-23,11485.10
2009-12-24,11545.93
2009-12-25,.
2009-12-28,11556.53
2009-12-29,11538.28
2009-12-30,11510.11
2009-12-31,11421.77
2010-01-01,.
2010-01-04,11612.01
2010-01-05,11645.99
2010-01-06,11654.64
2010-01-07,11703.84
2010-01-08,11740.38
2010-01-11,11754.64
2010-01-12,11630.56
2010-01-13,11733.02
2010-01-14,11760.87
2010-01-15,11630.80
2010-01-18,.
2010-01-19,11779.40
2010-01-20,11660.14
2010-01-21,11453.44
2010-01-22,11204.08
2010-01-25,11250.14
2010-01-26,11197.57
2010-01-27,11257.70
2010-01-28,11124.62
2010-01-29,11014.79
2010-02-01,11169.45
2010-02-02,11307.35
2010-02-03,11243.34
2010-02-04,10888.22
2010-02-05,10922.40
2010-02-08,10828.58
2010-02-09,10967.79
2010-02-10,10947.30
2010-02-11,11066.16
2010-02-12,11055.62
2010-02-15,.
2010-02-16,11254.33
2010-02-17,11307.05
2010-02-18,11381.30
2010-02-19,11407.98
2010-02-22,11398.47
2010-02-23,11258.47
2010-02-24,11364.77
2010-02-25,11346.61
2010-02-26,11359.92
2010-03-01,11490.03
2010-03-02,11526.40
2010-03-03,11532.22
2010-03-04,11573.12
2010-03-05,11739.54
2010-03-08,11742.85
2010-03-09,11764.91
2010-03-10,11824.03
2010-03-11,11870.29
2010-03-12,11870.74
2010-03-15,11867.44
2010-03-16,11963.55
2010-03-17,12035.20
2010-03-18,12022.76
2010-03-19,11951.14
2010-03-22,12025.02
2010-03-23,12116.16
2010-03-24,12046.96
2010-03-25,12015.39
2010-03-26,12021.43
2010-03-29,12091.49
2010-03-30,12093.04
2010-03-31,12049.25
2010-04-01,12140.18
2010-04-02,.
2010-04-05,12256.05
2010-04-06,12284.29
2010-04-07,12215.18
2010-04-08,12249.81
2010-04-09,12333.71
2010-04-12,12357.17
2010-04-13,12369.91
2010-04-14,12520.58
2010-04-15,12528.64
2010-04-16,12332.29
2010-04-19,12369.32
2010-04-20,12480.33
2010-04-21,12477.17
2010-04-22,12520.36
2010-04-23,12616.27
2010-04-26,12564.95
2010-04-27,12269.54
2010-04-28,12339.14
2010-04-29,12509.74
2010-04-30,12291.61
2010-05-03,12461.75
2010-05-04,12152.54
2010-05-05,12058.60
2010-05-06,11661.38
2010-05-07,11462.06
2010-05-10,11980.33
2010-05-11,11955.16
2010-05-12,12142.50
2010-05-13,12003.35
2010-05-14,11770.17
2010-05-17,11781.98
2010-05-18,11609.33
2010-05-19,11537.82
2010-05-20,11072.99
2010-05-21,11240.13
2010-05-24,11098.38
2010-05-25,11099.18
2010-05-26,11053.46
2010-05-27,11432.94
2010-05-28,11294.66
2010-05-31,.
2010-06-01,11080.66
2010-06-02,11372.74
2010-06-03,11428.97
2010-06-04,11018.27
2010-06-07,10854.28
2010-06-08,10956.62
2010-06-09,10903.94
2010-06-10,11229.41
2010-06-11,11294.49
2010-06-14,11286.00
2010-06-15,11552.47
2010-06-16,11539.18
2010-06-17,11548.73
2010-06-18,11561.90
2010-06-21,11508.53
2010-06-22,11315.34
2010-06-23,11282.30
2010-06-24,11092.82
2010-06-25,11144.86
2010-06-28,11117.66
2010-06-29,10760.90
2010-06-30,10654.76
2010-07-01,10612.77
2010-07-02,10552.29
2010-07-05,.
2010-07-06,10585.27
2010-07-07,10923.68
2010-07-08,11030.16
2010-07-09,11118.76
2010-07-12,11110.05
2010-07-13,11301.01
2010-07-14,11295.23
2010-07-15,11298.32
2010-07-16,10965.29
2010-07-19,11028.88
2010-07-20,11164.00
2010-07-21,11015.88
2010-07-22,11278.02
2010-07-23,11389.45
2010-07-26,11531.58
2010-07-27,11509.41
2010-07-28,11417.96
2010-07-29,11374.02
2010-07-30,11378.90
2010-08-02,11621.70
2010-08-03,11559.43
2010-08-04,11637.11
2010-08-05,11611.06
2010-08-06,11568.38
2010-08-09,11639.68
2010-08-10,11549.55
2010-08-11,11212.12
2010-08-12,11154.20
2010-08-13,11102.89
2010-08-16,11113.26
2010-08-17,11256.80
2010-08-18,11276.46
2010-08-19,11078.77
2010-08-20,11043.35
2010-08-23,10988.01
2010-08-24,10829.86
2010-08-25,10879.06
2010-08-26,10794.56
2010-08-27,10986.85
2010-08-30,10817.96
2010-08-31,10823.79
2010-09-01,11150.00
2010-09-02,11256.97
2010-09-03,11408.92
2010-09-06,.
2010-09-07,11267.50
2010-09-08,11339.86
2010-09-09,11388.17
2010-09-10,11439.55
2010-09-13,11584.21
2010-09-14,11573.47
2010-09-15,11615.63
2010-09-16,11606.07
2010-09-17,11619.33
2010-09-20,11806.15
2010-09-21,11768.13
2010-09-22,11704.41
2010-09-23,11606.81
2010-09-24,11864.51
2010-09-27,11803.65
2010-09-28,11866.95
2010-09-29,11844.91
2010-09-30,11813.61
2010-10-01,11865.15
2010-10-04,11764.84
2010-10-05,12013.78
2010-10-06,11995.88
2010-10-07,11977.33
2010-10-08,12060.75
2010-10-11,12064.11
2010-10-12,12111.96
2010-10-13,12205.60
2010-10-14,12160.50
2010-10-15,12180.39
2010-10-18,12267.40
2010-10-19,12064.34
2010-10-20,12195.67
2010-10-21,12207.36
2010-10-22,12245.32
2010-10-25,12277.77
2010-10-26,12279.19
2010-10-27,12248.60
2010-10-28,12254.93
2010-10-29,12259.80
2010-11-01,12265.81
2010-11-02,12373.92
2010-11-03,12417.66
2010-11-04,12661.69
2010-11-05,12713.12
2010-11-08,12692.63
2010-11-09,12582.51
2010-11-10,12650.07
2010-11-11,12600.92
2010-11-12,12442.79
2010-11-15,12431.31
2010-11-16,12223.82
2010-11-17,12234.70
2010-11-18,12423.38
2010-11-19,12461.33
2010-11-22,12454.57
2010-11-23,12283.80
2010-11-24,12478.47
2010-11-25,.
2010-11-26,12391.22
2010-11-29,12373.68
2010-11-30,12298.12
2010-12-01,12559.22
2010-12-02,12715.61
2010-12-03,12758.63
2010-12-06,12752.20
2010-12-07,12759.51
2010-12-08,12794.89
2010-12-09,12846.70
2010-12-10,12932.84
2010-12-13,12924.94
2010-12-14,12932.58
2010-12-15,12865.75
2010-12-16,12953.15
2010-12-17,12971.14
2010-12-20,13007.30
2010-12-21,13095.20
2010-12-22,13136.50
2010-12-23,13113.64
2010-12-24,.
2010-12-27,13127.70
2010-12-28,13131.40
2010-12-29,13149.99
2010-12-30,13134.21
2010-12-31,13121.37
2011-01-03,13278.10
2011-01-04,13238.61
2011-01-05,13314.72
2011-01-06,13285.25
2011-01-07,13259.71
2011-01-10,13254.17
2011-01-11,13306.29
2011-01-12,13422.67
2011-01-13,13400.82
2011-01-14,13498.38
2011-01-17,.
2011-01-18,13520.99
2011-01-19,13356.80
2011-01-20,13320.16
2011-01-21,13337.42
2011-01-24,13421.12
2011-01-25,13425.67
2011-01-26,13503.96
2011-01-27,13537.89
2011-01-28,13289.02
2011-01-31,13391.12
2011-02-01,13618.67
2011-02-02,13580.93
2011-02-03,13614.31
2011-02-04,13650.50
2011-02-07,13744.58
2011-02-08,13803.54
2011-02-09,13761.42
2011-02-10,13778.42
2011-02-11,13864.81
2011-02-14,13907.28
2011-02-15,13853.53
2011-02-16,13945.51
2011-02-17,13992.93
2011-02-18,14011.20
2011-02-21,.
2011-02-22,13713.20
2011-02-23,13611.62
2011-02-24,13605.68
2011-02-25,13773.26
2011-02-28,13841.66
2011-03-01,13618.93
2011-03-02,13647.17
2011-03-03,13887.23
2011-03-04,13788.57
2011-03-07,13660.53
2011-03-08,13788.84
2011-03-09,13764.23
2011-03-10,13496.61
2011-03-11,13587.57
2011-03-14,13507.38
2011-03-15,13363.73
2011-03-16,13122.64
2011-03-17,13280.43
2011-03-18,13345.03
2011-03-21,13555.10
2011-03-22,13503.92
2011-03-23,13539.86
2011-03-24,13664.17
2011-03-25,13717.26
2011-03-28,13677.48
2011-03-29,13777.36
2011-03-30,13884.01
2011-03-31,13871.40
2011-04-01,13941.91
2011-04-04,13950.35
2011-04-05,13958.06
2011-04-06,13983.04
2011-04-07,13952.25
2011-04-08,13887.29
2011-04-11,13834.64
2011-04-12,13716.17
2011-04-13,13724.62
2011-04-14,13730.73
2011-04-15,13794.97
2011-04-18,13633.96
2011-04-19,13707.54
2011-04-20,13903.27
2011-04-21,13981.16
2011-04-22,.
2011-04-25,13961.37
2011-04-26,14087.70
2011-04-27,14176.62
2011-04-28,14224.05
2011-04-29,14260.31
2011-05-02,14219.51
2011-05-03,14150.50
2011-05-04,14045.79
2011-05-05,13929.72
2011-05-06,13982.62
2011-05-09,14059.06
2011-05-10,14181.44
2011-05-11,14017.31
2011-05-12,14087.63
2011-05-13,13964.25
2011-05-16,13863.98
2011-05-17,13849.06
2011-05-18,13985.65
2011-05-19,14014.40
2011-05-20,13910.41
2011-05-23,13734.62
2011-05-24,13720.11
2011-05-25,13780.39
2011-05-26,13850.64
2011-05-27,13914.28
2011-05-30,.
2011-05-31,14062.99
2011-06-01,13733.63
2011-06-02,13717.68
2011-06-03,13577.77
2011-06-06,13418.56
2011-06-07,13414.90
2011-06-08,13344.87
2011-06-09,13438.86
2011-06-10,13248.26
2011-06-13,13247.81
2011-06-14,13426.53
2011-06-15,13195.77
2011-06-16,13214.51
2011-06-17,13249.70
2011-06-20,13325.00
2011-06-21,13520.73
2011-06-22,13436.08
2011-06-23,13407.39
2011-06-24,13259.14
2011-06-27,13374.85
2011-06-28,13552.78
2011-06-29,13660.64
2011-06-30,13793.50
2011-07-01,13994.98
2011-07-04,.
2011-07-05,13984.74
2011-07-06,14007.16
2011-07-07,14158.27
2011-07-08,14064.30
2011-07-11,13798.22
2011-07-12,13739.12
2011-07-13,13790.11
2011-07-14,13681.16
2011-07-15,13764.95
2011-07-18,13639.02
2011-07-19,13870.63
2011-07-20,13860.02
2011-07-21,14039.01
2011-07-22,14057.76
2011-07-25,13966.97
2011-07-26,13902.36
2011-07-27,13601.63
2011-07-28,13560.43
2011-07-29,13482.20
2011-08-01,13426.69
2011-08-02,13070.30
2011-08-03,13137.91
2011-08-04,12477.67
2011-08-05,12433.51
2011-08-08,11563.12
2011-08-09,12148.91
2011-08-10,11623.96
2011-08-11,12172.09
2011-08-12,12231.88
2011-08-15,12513.34
2011-08-16,12376.58
2011-08-17,12378.92
2011-08-18,11806.16
2011-08-19,11623.23
2011-08-22,11621.62
2011-08-23,12033.71
2011-08-24,12191.83
2011-08-25,11985.65
2011-08-26,12187.33
2011-08-29,12560.55
2011-08-30,12595.22
2011-08-31,12648.69
2011-09-01,12483.08
2011-09-02,12154.75
2011-09-05,.
2011-09-06,12068.01
2011-09-07,12434.07
2011-09-08,12291.63
2011-09-09,11961.85
2011-09-12,12043.07
2011-09-13,12167.01
2011-09-14,12338.69
2011-09-15,12541.49
2011-09-16,12598.59
2011-09-19,12467.46
2011-09-20,12418.64
2011-09-21,12045.07
2011-09-22,11653.15
2011-09-23,11733.72
2011-09-26,11998.51
2011-09-27,12142.63
2011-09-28,11861.72
2011-09-29,11961.88
2011-09-30,11661.69
2011-10-03,11288.97
2011-10-04,11587.12
2011-10-05,11794.91
2011-10-06,12024.65
2011-10-07,11900.87
2011-10-10,12315.73
2011-10-11,12325.85
2011-10-12,12455.62
2011-10-13,12424.75
2011-10-14,12643.07
2011-10-17,12382.28
2011-10-18,12647.50
2011-10-19,12475.95
2011-10-20,12531.37
2011-10-21,12768.95
2011-10-24,12969.98
2011-10-25,12697.88
2011-10-26,12840.95
2011-10-27,13300.91
2011-10-28,13299.62
2011-10-31,12972.12
2011-11-01,12598.99
2011-11-02,12814.28
2011-11-03,13062.94
2011-11-04,12990.32
2011-11-07,13054.82
2011-11-08,13206.20
2011-11-09,12707.48
2011-11-10,12810.59
2011-11-11,13065.65
2011-11-14,12937.25
2011-11-15,13009.92
2011-11-16,12795.98
2011-11-17,12582.55
2011-11-18,12577.01
2011-11-21,12339.35
2011-11-22,12283.78
2011-11-23,12001.75
2011-11-24,.
2011-11-25,11962.80
2011-11-28,12328.92
2011-11-29,12350.32
2011-11-30,12898.87
2011-12-01,12865.16
2011-12-02,12872.38
2011-12-05,13011.74
2011-12-06,13018.92
2011-12-07,13039.49
2011-12-08,12749.19
2011-12-09,12980.37
2011-12-12,12783.04
2011-12-13,12652.44
2011-12-14,12502.65
2011-12-15,12553.68
2011-12-16,12609.86
2011-12-19,12449.31
2011-12-20,12831.64
2011-12-21,12860.41
2011-12-22,12969.01
2011-12-23,13077.67
2011-12-26,.
2011-12-27,13082.97
2011-12-28,12905.59
2011-12-29,13047.04
2011-12-30,12993.93
2012-01-02,.
2012-01-03,13190.16
2012-01-04,13183.60
2012-01-05,13234.09
2012-01-06,13204.42
2012-01-09,13239.19
2012-01-10,13364.41
2012-01-11,13377.03
2012-01-12,13410.88
2012-01-13,13341.79
2012-01-16,.
2012-01-17,13385.56
2012-01-18,13543.35
2012-01-19,13611.46
2012-01-20,13622.41
2012-01-23,13626.37
2012-01-24,13625.14
2012-01-25,13751.22
2012-01-26,13674.24
2012-01-27,13671.05
2012-01-30,13628.18
2012-01-31,13620.07
2012-02-01,13762.83
2012-02-02,13783.32
2012-02-03,13996.23
2012-02-06,13990.46
2012-02-07,14013.98
2012-02-08,14042.71
2012-02-09,14059.92
2012-02-10,13950.89
2012-02-13,14055.46
2012-02-14,14036.75
2012-02-15,13962.74
2012-02-16,14132.66
2012-02-17,14155.06
2012-02-20,.
2012-02-21,14149.90
2012-02-22,14095.27
2012-02-23,14172.95
2012-02-24,14191.62
2012-02-27,14208.01
2012-02-28,14242.61
2012-02-29,14163.54
2012-03-01,14255.09
2012-03-02,14192.66
2012-03-05,14139.21
2012-03-06,13912.08
2012-03-07,14016.80
2012-03-08,14158.71
2012-03-09,14225.42
2012-03-12,14217.83
2012-03-13,14478.73
2012-03-14,14445.03
2012-03-15,14537.49
2012-03-16,14550.15
2012-03-19,14612.17
2012-03-20,14556.26
2012-03-21,14533.68
2012-03-22,14421.57
2012-03-23,14477.85
2012-03-26,14682.16
2012-03-27,14634.41
2012-03-28,14560.10
2012-03-29,14535.97
2012-03-30,14580.21
2012-04-02,14691.91
2012-04-03,14637.86
2012-04-04,14475.44
2012-04-05,14462.65
2012-04-06,.
2012-04-09,14291.21
2012-04-10,14030.37
2012-04-11,14148.42
2012-04-12,14349.40
2012-04-13,14168.95
2012-04-16,14164.23
2012-04-17,14381.26
2012-04-18,14319.36
2012-04-19,14239.89
2012-04-20,14261.30
2012-04-23,14131.61
2012-04-24,14183.83
2012-04-25,14385.22
2012-04-26,14482.31
2012-04-27,14525.97
2012-04-30,14460.80
2012-05-01,14534.52
2012-05-02,14507.23
2012-05-03,14378.48
2012-05-04,14148.01
2012-05-07,14158.76
2012-05-08,14103.04
2012-05-09,14011.24
2012-05-10,14046.90
2012-05-11,14005.22
2012-05-14,13842.14
2012-05-15,13765.48
2012-05-16,13700.12
2012-05-17,13472.39
2012-05-18,13363.68
2012-05-21,13590.45
2012-05-22,13592.32
2012-05-23,13623.57
2012-05-24,13642.96
2012-05-25,13618.48
2012-05-28,.
2012-05-29,13775.84
2012-05-30,13566.55
2012-05-31,13537.87
2012-06-01,13191.60
2012-06-04,13182.01
2012-06-05,13273.32
2012-06-06,13579.30
2012-06-07,13563.63
2012-06-08,13677.13
2012-06-11,13486.09
2012-06-12,13642.83
2012-06-13,13537.58
2012-06-14,13681.68
2012-06-15,13822.62
2012-06-18,13849.73
2012-06-19,13995.43
2012-06-20,13972.72
2012-06-21,13656.83
2012-06-22,13757.90
2012-06-25,13535.09
2012-06-26,13601.90
2012-06-27,13728.01
2012-06-28,13704.41
2012-06-29,14049.42
2012-07-02,14096.80
2012-07-03,14198.32
2012-07-04,.
2012-07-05,14141.18
2012-07-06,14003.88
2012-07-09,13976.84
2012-07-10,13857.23
2012-07-11,13849.59
2012-07-12,13784.98
2012-07-13,14008.15
2012-07-16,13970.37
2012-07-17,14068.42
2012-07-18,14159.40
2012-07-19,14189.88
2012-07-20,14045.14
2012-07-23,13911.32
2012-07-24,13777.00
2012-07-25,13776.17
2012-07-26,13990.21
2012-07-27,14259.02
2012-07-30,14245.17
2012-07-31,14180.01
2012-08-01,14116.15
2012-08-02,14016.02
2012-08-03,14285.88
2012-08-06,14327.18
2012-08-07,14407.04
2012-08-08,14412.78
2012-08-09,14425.09
2012-08-10,14451.45
2012-08-13,14430.83
2012-08-14,14423.46
2012-08-15,14453.56
2012-08-16,14560.83
2012-08-17,14596.48
2012-08-20,14590.19
2012-08-21,14546.61
2012-08-22,14546.03
2012-08-23,14432.16
2012-08-24,14518.12
2012-08-27,14511.33
2012-08-28,14511.12
2012-08-29,14526.98
2012-08-30,14411.23
2012-08-31,14483.86
2012-09-03,.
2012-09-04,14492.08
2012-09-05,14478.44
2012-09-06,14772.69
2012-09-07,14837.78
2012-09-10,14752.05
2012-09-11,14796.70
2012-09-12,14831.25
2012-09-13,15061.03
2012-09-14,15137.11
2012-09-17,15076.11
2012-09-18,15051.11
2012-09-19,15068.84
2012-09-20,15045.81
2012-09-21,15049.57
2012-09-24,15009.97
2012-09-25,14844.05
2012-09-26,14759.85
2012-09-27,14903.37
2012-09-28,14834.84
2012-10-01,14867.53
2012-10-02,14883.96
2012-10-03,14931.96
2012-10-04,15039.28
2012-10-05,15033.54
2012-10-08,14979.67
2012-10-09,14829.57
2012-10-10,14743.56
2012-10-11,14756.64
2012-10-12,14702.87
2012-10-15,14817.39
2012-10-16,14965.53
2012-10-17,15033.90
2012-10-18,14998.05
2012-10-19,14751.80
2012-10-22,14751.21
2012-10-23,14556.75
2012-10-24,14513.25
2012-10-25,14555.22
2012-10-26,14537.72
2012-10-29,.
2012-10-30,.
2012-10-31,14555.51
2012-11-01,14725.45
2012-11-02,14579.67
2012-11-05,14615.35
2012-11-06,14729.07
2012-11-07,14382.27
2012-11-08,14205.47
2012-11-09,14228.05
2012-11-12,14226.30
2012-11-13,14166.43
2012-11-14,13959.86
2012-11-15,13931.55
2012-11-16,14006.34
2012-11-19,14282.80
2012-11-20,14295.47
2012-11-21,14334.37
2012-11-22,.
2012-11-23,14516.70
2012-11-26,14493.41
2012-11-27,14426.89
2012-11-28,14535.72
2012-11-29,14607.48
2012-11-30,14611.97
2012-12-03,14547.78
2012-12-04,14525.11
2012-12-05,14545.05
2012-12-06,14591.91
2012-12-07,14631.19
2012-12-10,14646.16
2012-12-11,14743.18
2012-12-12,14741.91
2012-12-13,14652.02
2012-12-14,14596.50
2012-12-17,14764.04
2012-12-18,14938.98
2012-12-19,14844.72
2012-12-20,14926.40
2012-12-21,14793.25
2012-12-24,14756.20
2012-12-25,.
2012-12-26,14679.20
2012-12-27,14662.22
2012-12-28,14511.97
2012-12-31,14759.52
2013-01-01,.
